inspectiondate,class
2009-12-07,B
2012-01-09,B
2012-01-09,B
2012-01-09,B
2012-01-24,B
2012-08-03,A
2014-06-23,B
2016-08-29,B
2013-08-30,B
2013-09-28,B
2013-09-28,B
2013-09-28,B
2013-10-02,A
2013-10-02,B
2013-10-02,B
2013-10-02,B
2013-10-02,B
2013-10-02,B
2013-10-07,B
2013-09-28,A
2014-04-12,A
2014-04-12,A
2014-05-21,C
2016-08-29,B
2016-08-29,B
2017-12-02,B
2017-12-05,C
2017-12-07,A
2017-12-07,B
1998-01-08,B
2018-01-31,I
2005-10-25,B
2005-10-25,B
2007-10-04,B
2007-10-04,B
2007-10-04,B
2007-10-04,A
2008-04-25,A
2010-08-24,B
2010-08-24,B
2010-09-10,B
2010-09-10,B
2010-09-10,B
2012-01-09,B
2012-01-09,B
2012-01-09,B
2012-01-09,B
2012-01-24,B
2012-08-03,C
2012-08-03,B
2012-08-03,B
2012-08-03,A
2012-08-03,B
2012-08-12,B
2012-09-25,A
2012-09-25,B
2012-09-25,B
2012-09-25,B
2012-11-09,C
2013-01-28,C
2013-01-28,B
2013-01-28,B
2013-01-28,B
2013-02-20,C
2018-03-29,C
2017-08-21,B
2013-08-30,B
2013-08-30,B
2013-08-30,B
2013-08-30,B
2013-08-30,B
2013-08-30,B
2013-08-30,B
2013-08-30,B
2013-09-28,B
2013-09-28,B
2013-10-07,C
2013-09-28,C
2017-11-04,C
2018-03-15,B
2017-08-21,C
2017-08-21,B
2017-08-21,A
2017-08-21,C
2017-08-21,A
2018-01-20,B
2018-01-20,A
2017-12-02,B
2017-12-02,B
2017-12-02,B
2017-12-02,B
2017-12-02,B
2017-12-02,B
2017-12-07,B
2017-12-07,B
2017-12-07,B
2017-12-07,B
2017-12-07,A
2017-12-07,B
2017-12-07,B
2017-12-07,C
2017-12-07,B
2017-12-07,B
2017-12-07,B
2014-03-19,C
2014-06-23,C
2015-11-18,C
2017-09-06,C
2017-09-06,A
2017-09-06,A
2017-09-06,A
2017-12-07,B
2018-01-11,B
2018-01-11,B
2018-01-11,B
2018-01-11,B
2018-01-11,B
2018-01-11,B
2018-01-11,B
2018-01-11,C
2018-01-11,B
2017-08-21,B
2017-08-21,C
2017-08-21,B
2017-08-21,B
2017-08-21,B
2017-10-24,B
2017-12-02,B
2017-12-02,B
2017-12-05,B
2017-12-05,B
2017-12-05,A
2017-12-05,B
2017-12-05,B
2017-12-05,B
2017-12-07,B
2018-01-11,B
2018-01-11,C
2018-01-11,B
2018-01-11,B
2017-08-21,B
2017-12-05,B
2017-12-05,A
2017-12-05,B
2017-12-07,B
2017-12-07,B
2017-12-07,B
2017-12-07,B
2017-12-07,B
2018-01-20,A
2018-04-26,B
2018-01-11,B
2018-01-11,B
2018-04-26,A
2018-01-20,B
2018-01-20,B
2018-01-20,A
2018-01-20,A
2018-01-20,B
2018-01-20,B
2018-01-20,A
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,A
2018-01-20,A
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,B
2018-01-20,C
2018-01-11,C
2018-01-11,B
2018-01-11,B
2018-01-11,B
2018-01-11,C
2018-01-11,B
2018-01-11,B
2018-01-11,B
2018-01-11,B
2018-01-11,B
2018-01-20,B
2018-01-20,B
2018-01-20,A
2018-01-20,B
2018-01-20,A
2018-04-26,A
2018-01-11,B
2018-01-11,C
2018-01-11,C
2017-10-12,B
2017-10-12,B
2017-10-12,C
2017-10-12,C
2018-01-20,B
2018-04-26,B
2018-04-26,A
2018-04-26,B
2018-04-26,B
2018-04-26,B
2018-04-26,B
2018-04-26,B
2018-04-26,B
2018-02-02,A
2018-04-26,B
2018-04-26,B
2018-04-26,B
2018-01-11,B
2018-01-11,B
2018-01-11,B
2018-01-20,C
2018-01-11,B
2018-01-20,B
2018-04-26,B
2018-02-15,C
2018-04-26,B
2017-10-24,B
2017-10-24,B
2018-04-26,B
2018-04-26,B
2018-04-26,B
2018-05-08,B
2018-05-08,B
2018-05-08,B
2018-05-08,A
2017-11-01,B
2017-11-01,B
2017-11-01,A
2017-11-01,B
2018-01-11,A
2018-01-11,B
2018-01-20,B
2018-02-15,B
2018-02-15,A
2018-02-15,B
2018-02-15,C
2017-10-24,C
2017-11-04,C
2017-11-04,C
2017-11-04,C
2018-02-15,B
2018-02-15,B
2017-11-04,C
2017-11-04,C
2017-11-01,C
2018-01-11,B
2018-01-24,B
2018-01-11,B
2018-01-24,B
2018-02-15,C
2018-02-15,B
2018-02-27,C
2018-02-27,C
2017-08-21,B
2017-08-21,B
2017-08-21,A
2017-08-21,B
2017-12-07,B
2018-01-11,B
2018-01-11,B
2018-01-11,A
2018-02-15,C
2018-02-15,B
2018-02-15,B
2018-02-15,B
2018-02-27,B
2018-02-27,B
2018-02-27,B
2018-02-27,B
2018-01-20,A
2018-02-15,B
2018-03-01,B
2018-03-01,C
2018-03-01,B
2018-03-01,B
2018-03-01,B
2017-12-02,B
2017-12-02,B
2017-12-02,C
2018-05-20,B
2018-05-20,B
2018-05-20,C
2018-02-27,B
2018-02-27,C
2017-12-02,A
2018-02-27,B
2018-02-27,C
2018-02-27,B
2017-12-05,C
2017-12-05,B
2017-12-05,B
2017-12-07,B
2017-12-07,B
2017-12-07,B
2017-12-07,B
2017-12-07,B
2017-12-07,A
2017-12-02,B
2017-12-02,B
2017-12-02,B
2017-12-02,C
2017-12-07,B
2017-12-07,B
2017-12-07,B
2018-01-11,A
2018-01-11,B
2018-01-20,B
2018-01-11,B
2018-02-27,C
2018-02-27,B
2018-02-27,C
2018-03-11,B
2018-01-11,B
2018-01-20,B
2018-01-20,B
2014-11-23,B
2014-12-22,B
2014-12-22,C
2015-01-27,C
2015-01-27,C
2015-10-01,I
1992-03-03,C
1992-03-03,C
2013-11-14,C
2013-11-14,C
2018-02-13,B
2013-12-30,C
2013-12-30,C
2014-03-04,C
2018-02-13,A
2018-02-13,A
1991-11-25,B
1992-05-26,C
1992-06-01,C
2008-08-26,B
2009-03-12,B
2009-03-12,B
2009-06-25,B
2010-02-19,C
2010-04-17,B
2010-04-17,B
2010-04-17,A
2010-04-17,B
2010-04-17,B
2010-04-17,B
2010-04-17,B
2010-04-17,B
2010-04-17,A
2010-04-17,A
2010-04-17,B
2010-04-17,B
2010-07-24,A
2010-07-24,B
2010-07-24,B
2011-01-04,C
2011-01-04,B
2011-01-04,B
2011-01-04,B
2011-01-04,B
2011-01-04,B
2011-01-04,B
2011-01-04,B
2013-02-20,C
2013-02-20,B
2013-02-20,A
2013-02-20,A
2013-02-20,A
2013-02-20,B
2013-02-20,B
2013-02-20,B
2013-04-01,B
2013-04-01,A
2013-04-01,B
2013-04-01,A
2013-04-01,B
2013-05-02,C
2013-05-29,B
2013-05-29,C
2013-08-12,C
2013-08-12,C
2013-08-12,C
2013-08-16,B
2013-08-16,B
2013-08-16,B
2013-08-16,B
2013-08-16,A
2013-04-01,C
2018-02-13,A
2018-02-13,C
2018-02-13,B
2018-02-13,B
2018-02-13,B
2018-02-13,A
2018-02-14,C
2018-02-14,B
2018-02-14,B
2014-11-23,C
2017-12-06,I
2015-10-01,I
2008-03-31,B
2008-03-31,B
2008-03-31,B
2008-03-31,B
2008-03-31,B
2010-02-17,B
2010-02-17,B
2010-02-17,A
2010-02-17,A
2010-02-17,A
2010-02-17,B
2010-02-17,B
2010-06-27,B
2010-06-27,B
2010-06-27,C
2010-06-27,A
2010-06-27,B
2010-06-27,B
2010-06-27,A
2010-06-27,B
2011-10-27,C
2017-10-19,B
2017-10-19,B
2014-09-10,B
2014-10-05,B
2014-10-05,B
2014-10-29,B
2014-10-29,B
2015-02-26,B
2015-03-28,B
2015-03-31,C
2015-03-31,C
2015-03-31,A
2015-03-31,B
2015-04-06,C
2015-04-08,C
2015-06-28,C
2015-06-29,A
2015-08-25,B
2015-08-25,B
2015-08-25,B
2015-09-08,A
2015-10-01,I
2016-02-29,C
2016-02-29,C
2016-08-18,B
2016-08-18,B
2016-08-18,A
2016-09-30,C
2016-10-17,B
2016-10-17,B
2016-10-17,B
2016-11-22,C
2016-11-22,C
2016-11-22,C
2016-11-22,B
2016-11-26,C
2016-11-26,C
2016-11-28,C
2016-11-28,C
2016-11-28,C
2016-11-28,C
2016-12-04,B
2016-12-04,B
2016-12-04,B
2016-12-27,B
2016-12-27,B
2016-12-27,B
2016-12-27,B
2016-12-31,C
2016-12-31,B
2016-12-31,B
2016-12-31,B
2016-12-31,B
2016-12-31,A
2016-12-31,C
2016-12-31,B
2017-01-07,A
2017-01-27,A
2017-04-08,B
2017-06-28,B
2017-06-28,C
2017-06-28,A
2017-06-28,A
2017-07-18,A
2014-03-11,B
2014-03-11,B
2014-03-11,B
2014-03-11,B
2014-03-11,B
2014-03-11,B
2004-06-07,B
2010-02-26,B
2010-02-26,B
2010-02-26,B
2010-02-26,B
2010-02-26,B
2010-02-26,B
2010-02-26,B
2010-02-26,B
2010-02-26,B
2010-02-26,B
2010-02-26,B
2010-02-26,B
2010-02-26,B
2010-02-26,A
2010-02-26,B
2010-02-26,B
2010-02-26,B
2010-02-26,B
2010-08-08,A
2010-08-08,A
2010-08-08,A
2010-08-08,A
2013-08-06,B
2013-08-06,B
2013-08-11,A
2013-08-11,B
2013-08-11,B
2013-08-11,B
2013-08-11,A
2013-08-11,B
2013-08-11,B
2013-08-11,B
2013-08-11,A
2013-08-24,B
2013-08-27,B
2013-08-30,B
2013-08-30,B
2013-08-30,B
2013-08-30,C
2017-10-11,B
2017-08-23,B
2017-08-23,B
2017-08-23,A
2017-08-23,A
2017-08-23,B
2017-08-23,A
2016-11-28,C
2016-08-18,B
2017-10-11,A
2017-10-11,B
2014-09-10,B
2014-10-05,B
2015-04-06,C
2016-12-27,A
2014-04-30,B
2014-04-30,B
2014-09-10,C
2014-09-10,B
2014-11-29,C
2015-04-08,A
2016-10-17,B
2017-10-11,B
2018-02-13,C
2010-02-26,B
2015-03-31,C
2018-02-20,C
2006-05-24,B
2006-05-24,A
2007-01-16,B
2018-02-20,C
2014-04-17,C
2014-04-17,C
2014-04-17,C
2014-04-17,C
2014-04-01,A
2014-07-10,C
2014-07-18,B
2014-07-18,B
2014-07-18,C
2014-07-18,B
2014-07-18,A
2014-07-18,C
2014-07-18,B
2014-07-18,B
2014-07-18,B
2014-07-18,B
2014-07-18,B
2014-07-18,C
2014-07-18,B
2014-07-18,B
2014-07-18,C
2014-07-18,B
2014-07-18,C
2014-07-18,C
2014-07-18,B
2014-07-18,B
2014-07-18,B
2014-07-18,C
2014-11-07,B
2014-11-07,A
2014-11-07,C
2014-11-07,B
2014-11-24,B
2014-11-24,B
2014-11-24,B
2014-11-24,B
2014-11-24,B
2014-11-24,A
2014-11-24,B
2014-11-25,A
2014-11-25,A
2014-11-25,C
2014-11-25,B
2014-11-25,B
2014-11-25,A
2014-11-25,B
2015-01-23,C
2015-01-23,C
2015-01-23,C
2015-03-10,B
2015-03-10,B
2015-03-10,C
2015-03-10,C
2015-03-10,B
2015-03-10,B
2015-03-10,B
2015-03-10,B
2015-03-10,B
2015-03-10,B
2015-03-10,A
2015-03-12,C
2015-03-12,A
2015-03-10,C
2015-03-10,C
2015-03-10,C
2015-03-10,C
2015-03-17,C
2015-03-17,C
2015-03-17,A
2015-03-19,A
2015-03-20,C
2015-03-20,C
2015-03-25,C
2015-03-25,C
2015-03-25,B
2015-03-25,B
2015-03-25,B
2015-03-25,A
2015-03-26,B
2015-03-26,A
2015-03-26,C
2015-03-26,B
2015-03-26,B
2015-03-26,B
2015-03-26,B
2015-03-26,B
2015-03-10,C
2015-03-10,C
2015-03-26,A
2015-03-10,A
2015-03-10,A
2015-03-10,A
2015-03-10,A
2015-04-02,B
2015-04-02,C
2015-04-02,B
2015-04-02,B
2015-04-02,B
2015-04-02,A
2015-03-20,A
2015-03-20,A
2015-03-10,A
2015-03-10,A
2015-04-16,B
2015-04-16,B
2015-04-16,B
2015-04-16,B
2015-05-26,C
2015-05-29,C
2015-05-29,B
2015-05-29,B
2015-05-29,B
2015-05-29,B
2015-05-29,B
2015-05-29,B
2015-05-29,B
2015-06-10,B
2015-06-10,B
2015-06-10,C
2015-06-10,C
2015-06-10,C
2015-06-10,A
2015-06-10,A
2015-06-10,A
2015-07-08,C
2015-07-08,B
2015-07-08,C
2015-07-08,B
2015-07-08,B
2015-07-08,C
2015-07-20,B
2015-07-20,B
2015-07-20,B
2015-07-20,B
2015-07-08,A
2015-11-18,B
2015-11-18,C
2015-11-18,C
2015-11-18,B
2015-11-18,B
2015-11-18,B
2015-11-18,A
2015-11-25,B
2015-11-25,B
2015-11-25,B
2015-11-25,A
2015-11-25,A
2015-11-25,B
2015-11-25,B
2015-11-25,B
2015-11-25,B
2015-11-25,A
2015-11-25,A
2018-03-20,A
2016-02-06,A
2016-02-06,B
2016-02-06,B
2016-02-06,B
2016-02-06,B
2016-02-23,B
2016-02-23,B
2016-02-23,B
2016-05-13,B
2016-05-13,B
2016-05-13,B
2016-05-13,B
2016-05-13,B
2016-05-13,B
2016-05-13,C
2016-05-13,B
2016-05-13,B
2018-03-20,B
1999-08-23,C
2004-01-08,C
2005-11-23,C
2006-07-20,C
2008-02-19,C
2009-11-12,C
2010-09-30,B
2013-10-09,B
2013-10-09,B
2013-10-09,A
2018-02-02,B
2014-01-04,A
2014-01-04,B
2014-01-04,A
2014-01-04,A
2014-01-04,B
2014-01-04,B
2014-01-04,A
2014-01-04,B
2014-04-01,C
2014-04-17,A
2014-04-17,A
2014-04-17,B
2014-04-17,A
2014-07-03,C
2014-07-03,C
1999-08-23,B
2001-06-03,B
2001-06-03,C
2002-02-22,B
2002-02-26,B
2002-02-26,B
2002-04-05,B
2006-07-23,C
2007-03-16,B
2007-03-23,B
2008-02-19,B
2008-02-19,A
2008-07-10,B
2008-07-10,B
2010-09-30,A
2010-09-30,A
2010-09-30,B
2010-09-30,A
2011-02-17,A
2011-03-20,B
2012-09-02,B
2017-12-05,B
2017-12-05,B
2014-11-24,C
2015-03-10,C
2015-03-17,C
2015-03-26,C
2015-06-10,C
2015-07-08,C
2015-11-25,C
2016-02-06,C
2018-02-02,B
2018-02-02,B
2018-02-02,B
2018-02-02,B
2018-03-20,B
2018-01-29,A
2018-02-02,B
2018-02-02,B
2018-03-05,B
2018-03-05,B
2018-03-05,A
2018-03-05,B
2018-03-05,B
2018-03-05,B
2018-03-05,B
2015-10-01,I
2017-07-01,A
2017-07-01,C
2017-07-01,A
1999-04-25,B
2002-07-10,C
2010-02-18,A
2010-02-18,B
2010-02-18,C
2010-02-18,B
2010-02-18,B
2010-02-18,B
2010-02-18,B
2010-02-18,B
2010-02-18,B
2010-02-18,B
2010-02-18,A
2010-02-18,B
2010-02-18,B
2010-02-18,B
2010-02-18,B
2010-02-18,B
2010-02-18,B
2010-06-20,B
2010-06-20,B
2010-06-20,A
2010-06-20,B
2010-06-20,A
2010-06-20,B
2010-06-20,B
2010-06-20,B
2010-06-20,B
2010-06-20,A
2010-06-20,B
2010-06-20,B
2010-06-20,B
2010-06-20,B
2010-06-20,A
2010-06-20,B
2010-06-20,B
2010-06-20,B
2010-06-20,B
2010-06-20,B
2010-06-20,A
2010-06-20,A
2010-06-20,B
2010-06-20,C
2010-06-20,B
2010-06-20,B
2010-07-22,B
2010-07-22,A
2010-07-22,A
2010-07-22,A
2010-07-22,B
2010-07-22,B
2011-02-09,B
2011-02-09,B
2012-09-26,A
2012-09-26,B
2012-09-26,B
2012-09-26,B
2012-10-03,C
2012-10-24,B
2012-10-26,C
2012-10-26,B
2012-10-26,B
2012-10-26,A
2012-10-26,B
2013-02-19,B
2013-02-19,B
2013-02-19,B
2013-02-19,C
2013-05-11,B
2013-05-11,C
2013-05-11,A
2013-05-11,C
2013-05-11,A
2013-06-18,A
2017-06-12,C
2017-07-01,B
2017-07-01,B
2017-10-14,B
2017-10-14,A
2017-10-14,A
2018-05-08,B
2017-10-24,A
2017-11-08,B
2017-10-24,C
2018-02-21,B
2018-02-21,C
2018-02-21,C
2017-11-08,B
2016-02-15,B
2016-02-15,B
2016-02-15,C
2016-02-15,C
2017-01-18,C
2017-01-18,C
2017-01-18,B
2017-01-18,B
2017-01-28,C
2017-01-28,C
2018-01-03,B
2018-01-03,B
2013-12-16,C
2013-12-16,C
2014-01-08,C
2014-01-08,C
2014-03-31,B
2014-03-31,B
2014-07-16,B
2014-07-16,A
2017-08-07,B
1992-02-22,C
2001-07-11,A
2012-04-22,A
2012-07-05,A
2012-07-05,A
2013-01-17,A
2013-01-17,C
2013-01-23,B
2013-03-12,A
2013-03-12,B
2013-03-12,B
2013-08-14,B
2013-08-31,A
2013-09-16,A
2017-08-07,B
2012-09-01,C
2018-01-03,C
2018-01-03,C
2018-01-03,C
2018-01-03,C
2018-01-03,C
2018-01-03,B
2018-01-03,B
2017-01-28,C
2016-02-15,C
2017-10-26,A
2014-03-06,C
2015-01-28,B
2015-01-28,B
2015-01-28,B
2015-01-28,B
2015-01-28,B
2015-05-21,B
2015-05-21,B
2015-05-21,B
2015-05-21,B
2015-05-21,B
2015-05-21,B
2015-05-21,B
2015-07-02,B
2015-08-14,A
2015-08-17,B
2015-08-17,C
2015-08-17,B
2015-10-03,C
2015-10-13,I
2016-01-07,C
2016-01-08,B
2016-01-08,B
2016-01-08,A
2016-01-08,B
2016-01-08,A
2016-01-08,B
2016-01-13,C
2016-01-13,C
2016-01-19,C
2016-01-19,C
2016-01-22,B
2016-01-22,B
2016-01-22,B
2016-01-22,B
2016-01-22,C
2016-01-22,A
2016-01-22,B
2016-01-22,B
2016-01-22,B
2016-11-01,B
2016-11-01,B
2016-11-01,B
2016-11-01,C
2016-11-06,B
2016-11-06,A
2016-11-18,A
2016-11-18,A
2016-11-27,C
2016-11-27,C
2016-12-01,C
2016-12-01,C
2016-12-01,C
2017-01-11,B
2017-01-11,B
2017-01-19,B
2017-01-19,B
2017-01-19,B
2017-01-19,B
2017-01-19,B
2017-01-19,B
2017-03-17,C
1996-01-12,B
1996-01-14,B
2013-03-04,C
2013-12-17,B
2013-12-17,B
2013-12-17,B
2013-12-17,B
2013-12-17,B
2013-12-30,B
2013-12-30,A
2013-12-30,B
2014-01-28,C
2014-01-28,C
2014-02-09,C
2014-02-10,C
2014-02-28,C
2014-02-28,C
2014-03-06,C
2014-03-14,C
2014-03-14,C
2014-04-07,C
2002-10-19,B
2003-08-11,B
2003-08-11,B
2008-07-21,A
2008-07-21,A
2008-07-21,A
2008-09-11,B
2008-09-11,B
2008-09-11,B
2008-09-11,B
2008-09-11,B
2008-09-11,C
2008-09-11,B
2008-09-11,B
2008-09-11,B
2009-01-14,C
2009-02-10,C
2009-03-21,B
2009-03-21,C
2012-10-24,B
2012-10-24,B
2012-10-24,B
2012-10-24,B
2013-05-22,B
2015-10-03,B
2015-10-03,B
2015-10-03,B
2015-10-03,B
2015-10-03,B
2015-10-03,B
2016-09-06,B
2016-09-06,B
2016-09-06,B
2016-09-06,B
2016-09-06,A
2017-03-17,C
2017-03-17,C
2017-05-09,B
2017-05-09,C
2017-05-09,A
2017-05-09,A
2017-05-24,B
2017-05-24,B
2017-05-24,B
2017-05-24,A
2017-05-24,A
2017-05-24,A
2017-05-24,A
2017-05-24,C
2017-06-14,A
2017-06-14,A
2017-06-14,A
2017-06-14,A
2017-06-14,A
2017-06-14,C
2017-06-14,A
2017-08-07,B
2017-08-07,B
2017-08-14,B
2010-07-04,B
2010-07-04,B
2013-03-04,C
2013-03-04,C
2014-04-07,C
2016-12-01,C
2017-12-18,A
2017-12-18,A
2017-12-18,C
2017-08-14,C
2017-08-14,C
2017-09-08,C
2018-01-11,C
2017-01-30,C
2017-12-15,B
2017-09-28,C
2018-01-11,C
2017-11-09,B
2018-01-17,C
2017-11-20,C
2017-11-02,C
2017-10-26,B
2017-10-26,B
2017-10-26,B
2017-11-12,C
2017-11-12,C
2017-11-09,B
2017-11-12,C
2018-03-02,C
2014-10-10,A
2014-10-10,A
2018-04-13,B
2015-01-29,C
2015-10-01,I
2016-02-22,B
2016-02-22,B
2016-02-22,A
2017-04-12,B
2017-04-12,B
2017-05-19,A
2017-05-19,A
2017-05-19,A
2017-05-19,A
2017-05-26,A
1993-12-03,C
1994-03-29,C
1994-03-29,C
1994-03-29,C
1994-04-14,B
1994-05-03,B
1994-05-03,B
1994-05-03,A
1995-06-13,B
1995-06-13,B
1996-05-22,B
2001-02-19,A
2009-10-07,B
2010-02-22,B
2010-02-22,B
2010-02-22,A
2010-02-22,B
2010-02-22,A
2010-02-22,A
2010-02-22,A
2010-06-19,B
2010-06-19,B
2010-06-19,B
2010-06-19,B
2010-06-19,B
2010-06-19,B
2010-06-19,B
2010-06-19,B
2011-05-03,B
1995-11-27,B
1995-11-27,B
2004-07-09,B
2004-07-09,B
2004-07-09,B
2004-07-09,B
2009-12-11,B
2009-12-11,A
2010-02-22,A
2010-02-22,B
2010-02-22,A
2010-02-22,B
2010-02-22,B
2010-02-22,A
2010-02-22,B
2010-02-22,B
2010-03-07,B
2010-06-19,B
2011-05-03,B
2018-04-13,B
2012-08-04,B
2012-08-04,A
2012-08-04,B
2012-08-04,A
2017-05-19,B
2017-05-19,B
2017-05-19,B
2017-05-19,C
2017-05-26,B
2017-05-26,B
2017-05-26,B
2017-09-13,C
2018-04-25,B
2018-04-25,B
2018-04-25,B
2018-04-25,B
2017-09-13,A
2017-09-16,C
2018-02-21,C
2018-02-21,A
2018-02-21,A
2018-02-21,B
2018-02-21,B
2018-02-21,C
2018-02-21,C
2014-08-23,B
2014-08-23,B
2014-08-23,B
2014-12-20,B
2015-10-01,I
2013-12-23,B
2013-12-23,B
2014-06-03,B
2014-06-03,B
2014-06-03,B
2014-06-04,C
2014-06-04,B
2014-06-04,B
2004-08-12,B
2007-06-29,B
2007-06-29,B
2010-02-21,B
2010-02-21,B
2010-02-21,A
2010-02-21,A
2010-02-21,B
2010-02-21,B
2010-02-21,C
2010-02-21,B
2010-03-06,C
2010-05-15,C
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-21,B
2010-07-21,B
2010-07-21,B
2010-07-21,A
2010-03-06,C
2010-03-06,C
2010-03-06,C
2013-12-23,C
2014-03-19,B
2014-03-19,B
2014-03-19,B
2014-03-19,A
2014-03-19,B
2014-03-19,B
2014-11-08,B
2014-11-08,B
2014-11-08,B
2014-11-08,B
2014-11-09,C
2014-11-21,A
2014-11-21,C
2014-11-21,A
2015-02-12,A
2015-02-12,B
2015-02-12,B
2015-02-12,B
2015-02-12,C
2015-02-12,B
2015-02-12,B
2015-02-12,B
2015-02-12,A
2015-02-12,C
2015-03-08,B
2015-03-08,B
2015-03-08,B
2015-05-04,B
2015-05-04,B
2015-05-04,B
2015-05-04,B
2015-05-04,B
2015-05-04,B
2015-05-04,A
2015-05-14,B
2015-07-15,C
2015-07-15,B
2015-07-15,B
2015-07-15,A
2015-07-15,B
2015-07-15,B
2015-07-15,B
2015-07-15,A
2015-07-15,B
2015-07-22,C
2015-07-22,B
2015-07-24,B
2015-07-24,A
2015-08-03,B
2015-08-03,B
2015-08-13,B
2015-08-13,A
2015-08-13,B
2015-08-13,A
2015-08-31,B
2015-08-31,B
2015-08-31,B
2015-08-31,B
2015-08-31,B
2015-09-18,B
2015-09-18,B
2015-10-20,A
2015-10-30,B
2015-10-30,B
2015-11-06,A
2015-12-15,B
2015-12-15,B
2015-12-15,B
2016-01-06,C
2016-01-06,C
2016-01-06,C
2016-01-06,B
2016-01-06,B
2016-01-06,B
2016-01-06,C
2016-04-18,B
2016-06-13,B
2016-06-13,B
2016-06-13,B
2016-06-18,B
2016-06-18,B
2016-06-18,B
2016-08-19,B
2016-08-19,C
2016-08-19,C
2016-08-19,B
2016-08-19,B
2016-08-19,B
2016-08-19,B
2016-08-19,B
2016-10-20,A
2017-01-18,B
2017-01-18,A
2017-01-18,A
2017-01-18,A
2017-01-18,C
2017-01-18,C
2017-01-18,A
2017-01-18,C
2017-01-18,A
2017-01-18,A
2018-02-09,B
2018-02-09,B
1990-10-03,A
2005-02-20,C
2005-02-20,C
2005-02-24,C
2005-03-01,C
2005-04-14,C
2005-04-14,C
2005-09-02,C
2005-09-02,C
2006-06-25,C
2007-03-30,C
2007-03-30,C
2007-06-27,C
2007-06-27,C
2007-06-27,C
2008-06-25,B
2008-08-22,C
2008-11-10,C
2008-11-10,C
2018-04-04,A
2018-02-09,B
2013-10-12,B
2013-10-12,B
2013-10-12,B
2013-10-12,B
2013-10-12,B
2013-10-12,B
2013-10-12,C
2013-10-12,B
2013-10-12,A
2013-10-12,A
2013-10-12,C
2013-12-04,B
2013-12-04,B
2013-12-04,B
2013-12-04,B
2013-12-04,C
2014-02-26,B
2014-02-26,B
2014-02-26,B
2018-04-11,B
2018-04-11,B
2018-04-11,A
2008-06-25,A
2010-04-28,A
2010-08-23,B
2010-11-19,A
2010-11-19,B
2010-11-19,B
2010-11-19,A
2018-04-04,C
2012-09-19,B
2012-10-25,B
2012-10-25,B
2012-10-25,B
2012-10-25,B
2012-10-25,C
2012-12-08,B
2012-12-16,B
2012-12-16,B
2012-12-16,A
2012-12-16,C
2012-12-16,B
2012-12-16,A
2013-04-05,A
2018-04-04,A
2013-12-04,C
2014-03-19,C
2014-11-08,C
2014-11-21,C
2015-02-12,C
2015-05-04,C
2015-07-24,C
2015-08-13,C
2015-08-31,C
2015-08-31,C
2016-06-18,C
2016-08-19,C
2018-01-03,C
2017-09-16,C
2017-09-16,C
2017-09-12,B
2017-09-12,B
2017-09-12,B
2017-09-12,B
2017-09-12,B
2017-09-12,B
2017-09-12,B
2017-09-12,B
2017-09-12,B
2017-09-12,B
2017-09-12,B
2017-09-12,A
2017-09-12,A
2017-09-12,B
2018-04-11,B
2017-09-16,C
2017-09-16,A
2018-01-24,C
2018-01-24,C
2018-01-25,B
2017-09-15,C
2017-09-16,C
2018-01-03,A
2018-02-13,C
2018-02-13,C
2018-05-10,A
2018-05-10,C
2018-01-25,B
2018-01-25,B
2018-05-10,B
2018-05-17,B
2018-05-17,B
2018-01-25,B
2018-04-11,B
2018-05-17,B
2018-04-04,B
2018-04-11,B
2018-04-11,A
2018-04-11,A
2015-01-31,C
2015-01-31,C
2015-01-31,C
2010-02-25,B
2010-02-25,B
2010-07-03,B
2014-03-04,C
2017-09-06,A
2017-09-06,C
2017-09-06,B
2015-10-01,I
2016-02-12,A
2016-02-12,B
2016-02-12,B
2016-02-12,B
2016-02-12,B
2016-04-20,B
2016-04-20,B
2016-04-20,B
2016-04-20,B
2016-04-20,B
2016-04-20,B
2016-04-20,B
2016-04-20,B
2016-11-18,B
2016-11-18,B
2016-11-18,B
2016-12-17,A
2016-12-17,B
2016-12-17,B
2016-12-17,B
2017-04-13,B
2017-04-13,B
2017-04-13,B
2017-04-13,B
2017-04-13,B
1991-03-08,C
2010-02-23,B
2010-02-23,B
2010-02-23,B
2010-02-23,B
2010-02-23,B
2010-06-04,B
2013-12-23,B
2000-09-07,A
2010-02-23,B
2010-02-23,C
2010-02-23,A
2010-02-23,A
2010-02-23,A
2010-02-23,C
2010-02-23,A
2010-02-23,B
2010-02-23,B
2010-02-23,A
2010-02-23,B
2010-02-23,A
2010-02-23,A
2010-02-23,A
2010-02-23,B
2010-02-23,B
2010-02-23,B
