word	time	filler
"2082 5 AVENUE"	1017260134	0
"2100 5 AVENUE"	1017270033	0
"2108 5 AVENUE"	1017270037	0
"2112 5 AVENUE"	1017270038	0
"2116 5 AVENUE"	1017270039	0
"2110 5 AVENUE"	1017270137	0
"2118 5 AVENUE"	1017270139	0
"59 EAST 118 STREET"	1017450127	0
"1461 5 AVENUE"	1017450001	0
"5 EAST 118 STREET"	1017450005	0
"9 EAST 118 STREET"	1017450007	0
"1814 MADISON AVENUE"	1017450014	0
"55 EAST 118 STREET"	1017450024	0
"63 EAST 118 STREET"	1017450029	0
"1694 PARK AVENUE"	1017450040	0
"1829 MADISON AVENUE"	1017450050	0
"1826 MADISON AVENUE"	1017450055	0
"1469 5 AVENUE"	1017450071	0
"57 EAST 118 STREET"	1017450126	0
"RANDALLS ISLAND"	1018190050	0
"61 EAST 118 STREET"	1017450128	0
"65 EAST 118 STREET"	1017450129	0
"67 EAST 118 STREET"	1017450130	0
"69 EAST 118 STREET"	1017450131	0
"71 EAST 118 STREET"	1017450132	0
"73 EAST 118 STREET"	1017450133	0
"1678 PARK AVENUE"	1017450134	0
"74 EAST 119 STREET"	1017450141	0
"72 EAST 119 STREET"	1017450142	0
"70 EAST 119 STREET"	1017450143	0
"68 EAST 119 STREET"	1017450144	0
"66 EAST 119 STREET"	1017450145	0
"64 EAST 119 STREET"	1017450146	0
"62 EAST 119 STREET"	1017450147	0
"60 EAST 119 STREET"	1017450148	0
"58 EAST 119 STREET"	1017450149	0
"56 EAST 119 STREET"	1017450150	0
"4 EAST 119 STREET"	1017450168	0
"1825 MADISON AVENUE"	1017457501	0
"1465 5 AVENUE"	1017457502	0
"1820 MADISON AVENUE"	1017457503	0
"1832 MADISON AVENUE"	1017460002	0
"1831 MADISON AVENUE"	1017460021	0
"59 EAST 119 STREET"	1017460023	0
"61 EAST 119 STREET"	1017460024	0
"63 EAST 119 STREET"	1017460025	0
"65 EAST 119 STREET"	1017460026	0
"67 EAST 119 STREET"	1017460027	0
"69 EAST 119 STREET"	1017460028	0
"71 EAST 119 STREET"	1017460029	0
"73 EAST 119 STREET"	1017460030	0
"F D R DRIVE"	1018190100	0
"75 EAST 119 STREET"	1017460031	0
"77 EAST 119 STREET"	1017460032	0
"1700 PARK AVENUE"	1017460033	0
"70 EAST 120 STREET"	1017460041	0
"66 EAST 120 STREET"	1017460042	0
"64 EAST 120 STREET"	1017460043	0
"62 EAST 120 STREET"	1017460044	0
"60 EAST 120 STREET"	1017460045	0
"56 EAST 120 STREET"	1017460046	0
"54 EAST 120 STREET"	1017460047	0
"52 EAST 120 STREET"	1017460048	0
"68 EAST 120 STREET"	1017460141	0
"58 EAST 120 STREET"	1017460145	0
"1481 5 AVENUE"	1017467501	0
"1485 5 AVENUE"	1017469002	0
"1839 MADISON AVENUE"	1017470001	0
"1875 MADISON AVENUE"	1017470035	0
"1752 PARK AVENUE"	1017470070	0
"51 EAST 122 STREET"	1017480001	0
"1911 MADISON AVENUE"	1017480035	0
"2001 5 AVENUE"	1017490001	0
"2005 5 AVENUE"	1017490002	0
"2007 5 AVENUE"	1017490003	0
"2009 5 AVENUE"	1017490004	0
"3 EAST 124 STREET"	1017490005	0
"5 EAST 124 STREET"	1017490006	0
"7 EAST 124 STREET"	1017490007	0
"11 EAST 124 STREET"	1017490008	0
"13 EAST 124 STREET"	1017490009	0
"17 EAST 124 STREET"	1017490010	0
"23 EAST 124 STREET"	1017490014	0
"WARD'S ISLAND"	1018190120	0
"25 EAST 124 STREET"	1017490016	0
"1931 MADISON AVENUE"	1017490021	0
"1935 MADISON AVENUE"	1017490022	0
"1937 MADISON AVENUE"	1017490023	0
"55 EAST 124 STREET"	1017490024	0
"1800 PARK AVENUE"	1017490033	0
"62 EAST 125 STREET"	1017490046	0
"60 EAST 125 STREET"	1017490048	0
"58 EAST 125 STREET"	1017490049	0
"1943 MADISON AVENUE"	1017490050	0
"28 EAST 125 STREET"	1017490056	0
"26 EAST 125 STREET"	1017490059	0
"24 EAST 125 STREET"	1017490060	0
"20 EAST 125 STREET"	1017490061	0
"18 EAST 125 STREET"	1017490062	0
"16 EAST 125 STREET"	1017490063	0
"14 EAST 125 STREET"	1017490064	0
"4 EAST 125 STREET"	1017490066	0
"2015 5 AVENUE"	1017490069	0
"2003 5 AVENUE"	1017490101	0
"1 EAST 124 STREET"	1017490104	0
"9 EAST 124 STREET"	1017490107	0
"1939 MADISON AVENUE"	1017490123	0
"22 EAST 125 STREET"	1017490160	0
"2011 5 AVENUE"	1017490172	0
"2023 5 AVENUE"	1017500001	0
"13 EAST 125 STREET"	1017500005	0
"17 EAST 125 STREET"	1017500006	0
"35 EAST 125 STREET"	1017500007	0
"51 EAST 125 STREET"	1017500021	0
"57 EAST 125 STREET"	1017500023	0
"59 EAST 125 STREET"	1017500024	0
"61 EAST 125 STREET"	1017500025	0
"63 EAST 125 STREET"	1017500026	0
"65 EAST 125 STREET"	1017500027	0
"69 EAST 125 STREET"	1017500028	0
"77 EAST 125 STREET"	1017500031	0
"79 EAST 125 STREET"	1017500032	0
"81 EAST 125 STREET"	1017500034	0
"1824 PARK AVENUE"	1017500040	0
"66 EAST 126 STREET"	1017500041	0
"60 EAST 126 STREET"	1017500043	0
"52 EAST 126 STREET"	1017500046	0
"50 EAST 126 STREET"	1017500047	0
"48 EAST 126 STREET"	1017500048	0
"46 EAST 126 STREET"	1017500049	0
"1965 MADISON AVENUE"	1017500050	0
"1963 MADISON AVENUE"	1017500052	0
"1961 MADISON AVENUE"	1017500053	0
"40 EAST 126 STREET"	1017500056	0
"38 EAST 126 STREET"	1017500057	0
"36 EAST 126 STREET"	1017500058	0
"32 EAST 126 STREET"	1017500059	0
"30 EAST 126 STREET"	1017500060	0
"28 EAST 126 STREET"	1017500061	0
"24 EAST 126 STREET"	1017500062	0
"22 EAST 126 STREET"	1017500063	0
"20 EAST 126 STREET"	1017500064	0
"18 EAST 126 STREET"	1017500065	0
"14 EAST 126 STREET"	1017500066	0
"12 EAST 126 STREET"	1017500067	0
"8 EAST 126 STREET"	1017500068	0
"11 EAST 125 STREET"	1017500104	0
"62 EAST 126 STREET"	1017500142	0
"1960 MADISON AVENUE"	1017500156	0
"34 EAST 126 STREET"	1017500158	0
"26 EAST 126 STREET"	1017500161	0
"16 EAST 126 STREET"	1017500165	0
"10 EAST 126 STREET"	1017500167	0
"6 EAST 126 STREET"	1017500168	0
"64 EAST 126 STREET"	1017507501	0
"56 EAST 126 STREET"	1017507502	0
"2041 5 AVENUE"	1017510001	0
"11 EAST 126 STREET"	1017510006	0
"13 EAST 126 STREET"	1017510007	0
"15 EAST 126 STREET"	1017510008	0
"19 EAST 126 STREET"	1017510009	0
"21 EAST 126 STREET"	1017510010	0
"25 EAST 126 STREET"	1017510011	0
"27 EAST 126 STREET"	1017510012	0
"29 EAST 126 STREET"	1017510013	0
"1974 MADISON AVENUE"	1017510014	0
"1976 MADISON AVENUE"	1017510015	0
"1978 MADISON AVENUE"	1017510016	0
"1982 MADISON AVENUE"	1017510017	0
"1971 MADISON AVENUE"	1017510020	0
"47 EAST 126 STREET"	1017510027	0
"49 EAST 126 STREET"	1017510028	0
"51 EAST 126 STREET"	1017510029	0
"53 EAST 126 STREET"	1017510030	0
"55 EAST 126 STREET"	1017510031	0
"59 EAST 126 STREET"	1017510032	0
"1840 PARK AVENUE"	1017510033	0
"1842 PARK AVENUE"	1017510034	0
"1844 PARK AVENUE"	1017510035	0
"1846 PARK AVENUE"	1017510036	0
"1848 PARK AVENUE"	1017510037	0
"1852 PARK AVENUE"	1017510038	0
"1856 PARK AVENUE"	1017510040	0
"78 EAST 127 STREET"	1017510041	0
"76 EAST 127 STREET"	1017510042	0
"72 EAST 127 STREET"	1017510043	0
"70 EAST 127 STREET"	1017510044	0
"68 EAST 127 STREET"	1017510045	0
"66 EAST 127 STREET"	1017510046	0
"64 EAST 127 STREET"	1017510047	0
"60 EAST 127 STREET"	1017510048	0
"58 EAST 127 STREET"	1017510049	0
"1991 MADISON AVENUE"	1017510050	0
"1989 MADISON AVENUE"	1017510051	0
"1987 MADISON AVENUE"	1017510052	0
"MADISON AVENUE"	1017510053	0
"1984 MADISON AVENUE"	1017510056	0
"1988 MADISON AVENUE"	1017510057	0
"1990 MADISON AVENUE"	1017510058	0
"1992 MADISON AVENUE"	1017510059	0
"30 EAST 127 STREET"	1017510060	0
"26 EAST 127 STREET"	1017510061	0
"24 EAST 127 STREET"	1017510062	0
"22 EAST 127 STREET"	1017510063	0
"20 EAST 127 STREET"	1017510064	0
"16 EAST 127 STREET"	1017510065	0
"14 EAST 127 STREET"	1017510066	0
"12 EAST 127 STREET"	1017510067	0
"8 EAST 127 STREET"	1017510068	0
"2053 5 AVENUE"	1017510069	0
"2049 5 AVENUE"	1017510071	0
"9 EAST 126 STREET"	1017510105	0
"17 EAST 126 STREET"	1017510108	0
"23 EAST 126 STREET"	1017510110	0
"31 EAST 126 STREET"	1017510113	0
"1980 MADISON AVENUE"	1017510116	0
"1981 MADISON AVENUE"	1017510120	0
"45 EAST 126 STREET"	1017510126	0
"57 EAST 126 STREET"	1017510131	0
"61 EAST 126 STREET"	1017510132	0
"1850 PARK AVENUE"	1017510137	0
"74 EAST 127 STREET"	1017510142	0
"62 EAST 127 STREET"	1017510147	0
"56 EAST 127 STREET"	1017510149	0
"1986 MADISON AVENUE"	1017510156	0
"28 EAST 127 STREET"	1017510160	0
"18 EAST 127 STREET"	1017510164	0
"10 EAST 127 STREET"	1017510167	0
"2061 5 AVENUE"	1017520001	0
"11 EAST 127 STREET"	1017520007	0
"15 EAST 127 STREET"	1017520008	0
"17 EAST 127 STREET"	1017520009	0
"19 EAST 127 STREET"	1017520010	0
"23 EAST 127 STREET"	1017520011	0
"27 EAST 127 STREET"	1017520013	0
"31 EAST 127 STREET"	1017520014	0
"1994 MADISON AVENUE"	1017520016	0
"2005 MADISON AVENUE"	1017520022	0
"2004 MADISON AVENUE"	1017520054	0
"2006 MADISON AVENUE"	1017520057	0
"22 EAST 128 STREET"	1017520059	0
"10 EAST 128 STREET"	1017520066	0
"8 EAST 128 STREET"	1017520067	0
"6 EAST 128 STREET"	1017520068	0
"2075 5 AVENUE"	1017520069	0
"2071 5 AVENUE"	1017520070	0
"2069 5 AVENUE"	1017520072	0
"13 EAST 127 STREET"	1017520107	0
"29 EAST 127 STREET"	1017520113	0
"12 EAST 128 STREET"	1017520165	0
"2083 5 AVENUE"	1017530003	0
"2085 5 AVENUE"	1017530004	0
"3 EAST 128 STREET"	1017530005	0
"7 EAST 128 STREET"	1017530006	0
"9 EAST 128 STREET"	1017530007	0
"11 EAST 128 STREET"	1017530008	0
"15 EAST 128 STREET"	1017530009	0
"17 EAST 128 STREET"	1017530010	0
"19 EAST 128 STREET"	1017530011	0
"2020 MADISON AVENUE"	1017530015	0
"2024 MADISON AVENUE"	1017530016	0
"2028 MADISON AVENUE"	1017530017	0
"2015 MADISON AVENUE"	1017530021	0
"57 EAST 128 STREET"	1017530027	0
"1880 PARK AVENUE"	1017530033	0
"1882 PARK AVENUE"	1017530034	0
"1886 PARK AVENUE"	1017530035	0
"1888 PARK AVENUE"	1017530036	0
"1890 PARK AVENUE"	1017530037	0
"64 EAST 129 STREET"	1017530041	0
"62 EAST 129 STREET"	1017530042	0
"58 EAST 129 STREET"	1017530044	0
"54 EAST 129 STREET"	1017530045	0
"46 EAST 129 STREET"	1017530049	0
"42 EAST 129 STREET"	1017530051	0
"2027 MADISON AVENUE"	1017530052	0
"32 EAST 129 STREET"	1017530057	0
"30 EAST 129 STREET"	1017530058	0
"28 EAST 129 STREET"	1017530059	0
"24 EAST 129 STREET"	1017530061	0
"22 EAST 129 STREET"	1017530062	0
"18 EAST 129 STREET"	1017530063	0
"16 EAST 129 STREET"	1017530064	0
"14 EAST 129 STREET"	1017530065	0
"10 EAST 129 STREET"	1017530066	0
"EAST 129 STREET"	1017530067	0
"6 EAST 129 STREET"	1017530068	0
"2089 5 AVENUE"	1017530069	0
"2087 5 AVENUE"	1017530072	0
"2081 5 AVENUE"	1017530102	0
"5 EAST 128 STREET"	1017530105	0
"13 EAST 128 STREET"	1017530108	0
"2022 MADISON AVENUE"	1017530115	0
"2026 MADISON AVENUE"	1017530116	0
"2030 MADISON AVENUE"	1017530117	0
"55 EAST 128 STREET"	1017530126	0
"1884 PARK AVENUE"	1017530134	0
"70 EAST 129 STREET"	1017530139	0
"68 EAST 129 STREET"	1017530140	0
"66 EAST 129 STREET"	1017530141	0
"20 EAST 129 STREET"	1017530162	0
"12 EAST 129 STREET"	1017530165	0
"EAST 129 STREET"	1017530168	0
"23 EAST 128 STREET"	1017537501	0
"50 EAST 129 STREET"	1017537502	0
"2077 5 AVENUE"	1017537503	0
"51 EAST 128 STREET"	1017537504	0
"2099 5 AVENUE"	1017540001	0
"2105 5 AVENUE"	1017540003	0
"2109 5 AVENUE"	1017540004	0
"5 EAST 129 STREET"	1017540005	0
"7 EAST 129 STREET"	1017540006	0
"9 EAST 129 STREET"	1017540007	0
"11 EAST 129 STREET"	1017540008	0
"15 EAST 129 STREET"	1017540009	0
"17 EAST 129 STREET"	1017540010	0
"21 EAST 129 STREET"	1017540011	0
"23 EAST 129 STREET"	1017540012	0
"27 EAST 129 STREET"	1017540013	0
"29 EAST 129 STREET"	1017540014	0
"2034 MADISON AVENUE"	1017540015	0
"2038 MADISON AVENUE"	1017540016	0
"2042 MADISON AVENUE"	1017540017	0
"41 EAST 129 STREET"	1017540020	0
"47 EAST 129 STREET"	1017540024	0
"49 EAST 129 STREET"	1017540025	0
"51 EAST 129 STREET"	1017540026	0
"57 EAST 129 STREET"	1017540029	0
"59 EAST 129 STREET"	1017540030	0
"61 EAST 129 STREET"	1017540031	0
"65 EAST 129 STREET"	1017540032	0
"1900 PARK AVENUE"	1017540033	0
"2046 MADISON AVENUE"	1017540056	0
"2052 MADISON AVENUE"	1017540057	0
"2115 5 AVENUE"	1017540070	0
"2113 5 AVENUE"	1017540071	0
"2111 5 AVENUE"	1017540072	0
"3A EAST 129 STREET"	1017540100	0
"3B EAST 129 STREET"	1017540102	0
"2107 5 AVENUE"	1017540103	0
"13 EAST 129 STREET"	1017540108	0
"19 EAST 129 STREET"	1017540110	0
"25 EAST 129 STREET"	1017540112	0
"2036 MADISON AVENUE"	1017540115	0
"2040 MADISON AVENUE"	1017540116	0
"2044 MADISON AVENUE"	1017540117	0
"63 EAST 129 STREET"	1017540131	0
"2048 MADISON AVENUE"	1017540155	0
"2050 MADISON AVENUE"	1017540156	0
"2054 MADISON AVENUE"	1017540157	0
"2117 5 AVENUE"	1017540169	0
"2119 5 AVENUE"	1017547501	0
"2101 5 AVENUE"	1017547502	0
"1681 PARK AVENUE"	1017670001	0
"1683 PARK AVENUE"	1017670002	0
"1685 PARK AVENUE"	1017670003	0
"1687 PARK AVENUE"	1017670004	0
"111 EAST 118 STREET"	1017670005	0
"125 EAST 118 STREET"	1017670011	0
"1900 LEXINGTON AVENUE"	1017670016	0
"147 EAST 118 STREET"	1017670021	0
"149 EAST 118 STREET"	1017670022	0
"157 EAST 118 STREET"	1017670026	0
"159 EAST 118 STREET"	1017670027	0
"2180 3 AVENUE"	1017670028	0
"165 EAST 118 STREET"	1017670030	0
"2162 3 AVENUE"	1017670033	0
"166 EAST 119 STREET"	1017670047	0
"154 EAST 119 STREET"	1017670052	0
"132 EAST 119 STREET"	1017670060	0
"120 EAST 119 STREET"	1017670062	0
"110 EAST 119 STREET"	1017670067	0
"108 EAST 119 STREET"	1017670068	0
"1693 PARK AVENUE"	1017670069	0
"1691 PARK AVENUE"	1017670071	0
"1689 PARK AVENUE"	1017670072	0
"106 EAST 119 STREET"	1017670168	0
"104 EAST 119 STREET"	1017670169	0
"101 EAST 119 STREET"	1017680001	0
"PARK AVENUE"	1017680003	0
"1707 PARK AVENUE"	1017680004	0
"111 EAST 119 STREET"	1017680005	0
"113 EAST 119 STREET"	1017680006	0
"115 EAST 119 STREET"	1017680007	0
"121 EAST 119 STREET"	1017680009	0
"125 EAST 119 STREET"	1017680011	0
"1940 LEXINGTON AVENUE"	1017680012	0
"1921 LEXINGTON AVENUE"	1017680021	0
"2182 3 AVENUE"	1017680033	0
"2194 3 AVENUE"	1017680038	0
"2196 3 AVENUE"	1017680039	0
"2198 3 AVENUE"	1017680040	0
"104 EAST 120 STREET"	1017680069	0
"100 EAST 120 STREET"	1017680070	0
"96 EAST 120 STREET"	1017680071	0
"127 EAST 119 STREET"	1017680111	0
"102 EAST 120 STREET"	1017680169	0
"98 EAST 120 STREET"	1017680170	0
"1721 PARK AVENUE"	1017690001	0
"1725 PARK AVENUE"	1017690003	0
"1980 LEXINGTON AVENUE"	1017690005	0
"150 EAST 120 STREET"	1017690021	0
"EAST 120 STREET"	1017690029	0
"173 EAST 120 STREET"	1017690032	0
"2202 3 AVENUE"	1017690033	0
"142 EAST 121 STREET"	1017690045	0
"175 EAST 120 STREET"	1017690132	0
"2212 3 AVENUE"	1017697501	0
"1993 LEXINGTON AVENUE"	1017700020	0
"145 EAST 121 STREET"	1017700021	0
"149 EAST 121 STREET"	1017700023	0
"151 EAST 121 STREET"	1017700024	0
"153 EAST 121 STREET"	1017700025	0
"155 EAST 121 STREET"	1017700027	0
"157 EAST 121 STREET"	1017700028	0
"159 EAST 121 STREET"	1017700029	0
"EAST 121 STREET"	1017700031	0
"167 EAST 121 STREET"	1017700032	0
"169 EAST 121 STREET"	1017700033	0
"2226 3 AVENUE"	1017700036	0
"2236 3 AVENUE"	1017700038	0
"2238 3 AVENUE"	1017700039	0
"2240 3 AVENUE"	1017700040	0
"182 EAST 122 STREET"	1017700041	0
"176 EAST 122 STREET"	1017700042	0
"174 EAST 122 STREET"	1017700043	0
"172 EAST 122 STREET"	1017700045	0
"170 EAST 122 STREET"	1017700046	0
"162 EAST 122 STREET"	1017700048	0
"158 EAST 122 STREET"	1017700050	0
"1995 LEXINGTON AVENUE"	1017700053	0
"EAST 122 STREET"	1017700067	0
"100 EAST 122 STREET"	1017700071	0
"1751 PARK AVENUE"	1017700072	0
"2 SYLVAN COURT"	1017700075	0
"4 SYLVAN COURT"	1017700076	0
"6 SYLVAN COURT"	1017700077	0
"7 SYLVAN COURT"	1017700078	0
"5 SYLVAN COURT"	1017700079	0
"3 SYLVAN COURT"	1017700080	0
"1 SYLVAN COURT"	1017700081	0
"EAST 121 STREET"	1017700123	0
"161 EAST 121 STREET"	1017700129	0
"1982 LEXINGTON AVENUE"	1017700158	0
"134 EAST 122 STREET"	1017700159	0
"1761 PARK AVENUE"	1017710001	0
"PARK AVENUE"	1017710002	0
"1767 PARK AVENUE"	1017710003	0
"103 EAST 122 STREET"	1017710005	0
"105 EAST 122 STREET"	1017710006	0
"113 EAST 122 STREET"	1017710007	0
"115 EAST 122 STREET"	1017710010	0
"135 EAST 122 STREET"	1017710014	0
"139 EAST 122 STREET"	1017710017	0
"LEXINGTON AVENUE"	1017710020	0
"2013 LEXINGTON AVENUE"	1017710021	0
"2007 LEXINGTON AVENUE"	1017710022	0
"159 EAST 122 STREET"	1017710023	0
"161 EAST 122 STREET"	1017710024	0
"163 EAST 122 STREET"	1017710025	0
"167 EAST 122 STREET"	1017710027	0
"2246 3 AVENUE"	1017710033	0
"2252 3 AVENUE"	1017710036	0
"2256 3 AVENUE"	1017710038	0
"2258 3 AVENUE"	1017710039	0
"182 EAST 123 STREET"	1017710041	0
"180 EAST 123 STREET"	1017710042	0
"EAST 123 STREET"	1017710043	0
"170 EAST 123 STREET"	1017710044	0
"EAST 123 STREET"	1017710047	0
"154 EAST 123 STREET"	1017710048	0
"152 EAST 123 STREET"	1017710049	0
"150 EAST 123 STREET"	1017710050	0
"148 EAST 123 STREET"	1017710051	0
"146 EAST 123 STREET"	1017710052	0
"2010 LEXINGTON AVENUE"	1017710056	0
"118 EAST 123 STREET"	1017710059	0
"116 EAST 123 STREET"	1017710065	0
"112 EAST 123 STREET"	1017710067	0
"108 EAST 123 STREET"	1017710068	0
"106 EAST 123 STREET"	1017710069	0
"104 EAST 123 STREET"	1017710070	0
"102 EAST 123 STREET"	1017710071	0
"100 EAST 123 STREET"	1017710072	0
"133 EAST 122 STREET"	1017710113	0
"2017 LEXINGTON AVENUE"	1017710120	0
"2015 LEXINGTON AVENUE"	1017710121	0
"2011 LEXINGTON AVENUE"	1017710122	0
"2009 LEXINGTON AVENUE"	1017710123	0
"171 EAST 122 STREET"	1017710128	0
"101 EAST 123 STREET"	1017720001	0
"107 EAST 123 STREET"	1017720004	0
"109 EAST 123 STREET"	1017720007	0
"111 EAST 123 STREET"	1017720008	0
"113 EAST 123 STREET"	1017720009	0
"129 EAST 123 STREET"	1017720013	0
"2022 LEXINGTON AVENUE"	1017720017	0
"149 EAST 123 STREET"	1017720020	0
"151 EAST 123 STREET"	1017720022	0
"155 EAST 123 STREET"	1017720023	0
"157 EAST 123 STREET"	1017720024	0
"159 EAST 123 STREET"	1017720025	0
"161 EAST 123 STREET"	1017720026	0
"163 EAST 123 STREET"	1017720028	0
"165 EAST 123 STREET"	1017720029	0
"173 EAST 123 STREET"	1017720030	0
"177 EAST 123 STREET"	1017720031	0
"185 EAST 123 STREET"	1017720033	0
"2262 3 AVENUE"	1017720034	0
"2268 3 AVENUE"	1017720035	0
"2272 3 AVENUE"	1017720037	0
"2274 3 AVENUE"	1017720038	0
"2276 3 AVENUE"	1017720039	0
"178 EAST 124 STREET"	1017720041	0
"166 EAST 124 STREET"	1017720045	0
"164 EAST 124 STREET"	1017720046	0
"162 EAST 124 STREET"	1017720047	0
"160 EAST 124 STREET"	1017720048	0
"158 EAST 124 STREET"	1017720049	0
"156 EAST 124 STREET"	1017720050	0
"EAST 124 STREET"	1017720051	0
"150 EAST 124 STREET"	1017720052	0
"2026 LEXINGTON AVENUE"	1017720055	0
"136 EAST 124 STREET"	1017720057	0
"134 EAST 124 STREET"	1017720058	0
"130 EAST 124 STREET"	1017720059	0
"124 EAST 124 STREET"	1017720060	0
"120 EAST 124 STREET"	1017720062	0
"116 EAST 124 STREET"	1017720064	0
"114 EAST 124 STREET"	1017720066	0
"108 EAST 124 STREET"	1017720067	0
"106 EAST 124 STREET"	1017720068	0
"104 EAST 124 STREET"	1017720069	0
"102 EAST 124 STREET"	1017720070	0
"2266 3 AVENUE"	1017720134	0
"182 EAST 124 STREET"	1017720140	0
"176 EAST 124 STREET"	1017720141	0
"154 EAST 124 STREET"	1017720150	0
"132 EAST 124 STREET"	1017720158	0
"1801 PARK AVENUE"	1017730001	0
"1807 PARK AVENUE"	1017730004	0
"118 EAST 125 STREET"	1017730007	0
"123 EAST 124 STREET"	1017730011	0
"129 EAST 124 STREET"	1017730015	0
"2050 LEXINGTON AVENUE"	1017730017	0
"2054 LEXINGTON AVENUE"	1017730018	0
"149 EAST 124 STREET"	1017730020	0
"167 EAST 124 STREET"	1017730027	0
"2282 3 AVENUE"	1017730033	0
"132 EAST 125 STREET"	1017730057	0
"128 EAST 125 STREET"	1017730058	0
"122 EAST 125 STREET"	1017730061	0
"120 EAST 125 STREET"	1017730062	0
"110 EAST 125 STREET"	1017730067	0
"1815 PARK AVENUE"	1017730069	0
"1811 PARK AVENUE"	1017730072	0
"103 EAST 125 STREET"	1017740001	0
"107 EAST 125 STREET"	1017740005	0
"109 EAST 125 STREET"	1017740006	0
"111 EAST 125 STREET"	1017740007	0
"113 EAST 125 STREET"	1017740008	0
"115 EAST 125 STREET"	1017740009	0
"127 EAST 125 STREET"	1017740017	0
"145 EAST 125 STREET"	1017740020	0
"163 EAST 125 STREET"	1017740030	0
"2306 3 AVENUE"	1017740033	0
"142 EAST 126 STREET"	1017740051	0
"132 EAST 126 STREET"	1017740056	0
"110 EAST 126 STREET"	1017740061	0
"108 EAST 126 STREET"	1017740065	0
"106 EAST 126 STREET"	1017740066	0
"104 EAST 126 STREET"	1017740067	0
"102 EAST 126 STREET"	1017740068	0
"149 EAST 125 STREET"	1017747501	0
"1841 PARK AVENUE"	1017750001	0
"1845 PARK AVENUE"	1017750003	0
"107 EAST 126 STREET"	1017750006	0
"2089 LEXINGTON AVENUE"	1017750020	0
"155 EAST 126 STREET"	1017750028	0
"2322 3 AVENUE"	1017750033	0
"2338 3 AVENUE"	1017750040	0
"160 EAST 127 STREET"	1017750045	0
"106 EAST 127 STREET"	1017750071	0
"112 EAST 128 STREET"	1017750165	0
"108 EAST 128 STREET"	1017750166	0
"EAST 128 STREET"	1017750168	0
"100 EAST 128 STREET"	1017750170	0
"144 EAST 128 STREET"	1017760020	0
"1881 PARK AVENUE"	1017770001	0
"1885 PARK AVENUE"	1017770003	0
"105 EAST 128 STREET"	1017770005	0
"145 EAST 128 STREET"	1017770021	0
"1895 PARK AVENUE"	1017770069	0
"1891 PARK AVENUE"	1017770070	0
"167 EAST 128 STREET"	1017770080	0
"2145 LEXINGTON AVENUE"	1017770085	0
"175 EAST 128 STREET"	1017770090	0
"1901 PARK AVENUE"	1017780001	0
"123 EAST 129 STREET"	1017780006	0
"LEXINGTON AVENUE"	1017790020	0
"HARLEM RIVER DRIVE"	1017820040	0
"HARLEM RIVER DRIVE"	1017820050	0
"HARLEM RIVER DRIVE"	1017820070	0
"HARLEM RIVER DRIVE"	1017820080	0
"2167 3 AVENUE"	1017830001	0
"2169 3 AVENUE"	1017830002	0
"2171 3 AVENUE"	1017830003	1
"2173 3 AVENUE"	1017830004	1
"205 EAST 118 STREET"	1017830005	0
"213 EAST 118 STREET"	1017830008	0
"215 EAST 118 STREET"	1017830009	0
"219 EAST 118 STREET"	1017830010	0
"221 EAST 118 STREET"	1017830011	0
"225 EAST 118 STREET"	1017830012	0
"243 EAST 118 STREET"	1017830019	0
"247 EAST 118 STREET"	1017830020	0
"2305 2 AVENUE"	1017830023	0
"2309 2 AVENUE"	1017830024	0
"2311 2 AVENUE"	1017830025	0
"2313 2 AVENUE"	1017830026	0
"2315 2 AVENUE"	1017830027	0
"2317 2 AVENUE"	1017830028	0
"240 EAST 119 STREET"	1017830029	0
"234 EAST 119 STREET"	1017830031	0
"226 EAST 119 STREET"	1017830034	0
"220 EAST 119 STREET"	1017830037	0
"218 EAST 119 STREET"	1017830038	0
"212 EAST 119 STREET"	1017830041	0
"210 EAST 119 STREET"	1017830042	0
"208 EAST 119 STREET"	1017830043	0
"2181 3 AVENUE"	1017830045	0
"2179 3 AVENUE"	1017830046	0
"2177 3 AVENUE"	1017830047	0
"2175 3 AVENUE"	1017830048	0
"204 EAST 119 STREET"	1017830050	0
"217 EAST 118 STREET"	1017830109	0
"223 EAST 118 STREET"	1017830111	0
"245 EAST 118 STREET"	1017830119	0
"246 EAST 119 STREET"	1017830128	0
"249 EAST 118 STREET"	1017837501	0
"2183 3 AVENUE"	1017840002	0
"2191 3 AVENUE"	1017840004	0
"207 EAST 119 STREET"	1017840005	0
"217 EAST 119 STREET"	1017840009	0
"223 EAST 119 STREET"	1017840011	0
"225 EAST 119 STREET"	1017840012	0
"2321 2 AVENUE"	1017840021	1
"2327 2 AVENUE"	1017840023	0
"2329 2 AVENUE"	1017840024	0
"2331 2 AVENUE"	1017840025	0
"2333 2 AVENUE"	1017840026	0
"2335 2 AVENUE"	1017840027	0
"2337 2 AVENUE"	1017840028	0
"2197 3 AVENUE"	1017840045	0
"2195 3 AVENUE"	1017840047	0
"2193 3 AVENUE"	1017840048	0
"3 AVENUE"	1017840102	0
"EAST 119 STREET"	1017840120	0
"2325 2 AVENUE"	1017840122	0
"246 EAST 120 STREET"	1017840128	0
"2203 3 AVENUE"	1017850001	0
"211 EAST 120 STREET"	1017850006	0
"213 EAST 120 STREET"	1017850007	0
"215 EAST 120 STREET"	1017850008	0
"217 EAST 120 STREET"	1017850009	0
